"state","agency_name","nsn","item_name","quantity","ui","acquisition_value","demil_code","demil_ic","ship_date","station_type"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2005-12-16 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2005-12-16 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2004-04-14 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2005-12-16 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2005-12-16 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2005-12-16 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2005-12-16 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2005-12-16 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2004-04-14 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2004-04-14 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2004-04-14 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2004-04-14 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2004-04-14 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2004-04-14 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2004-04-14 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2004-04-14 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2004-04-14 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2004-04-14 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2004-04-14 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,1998-09-28 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2005-12-16 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2005-12-16 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2005-12-16 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2005-12-16 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2005-12-16 12:00:00,"State"
"MD","CHARLES COUNTY SHERIFFS  OFFICE","1005-00-073-9421","RIFLE,5.56 MILLIMETER",1,"Each",499,"D",1,2005-12-16 12:00:00,"State"
